,plsaContext
2479,LeftTroll|Before June 9|neutral
2480,LeftTroll|Before June 9|neutral
2481,LeftTroll|Before June 9|positive
2482,LeftTroll|Before June 9|neutral
2483,LeftTroll|Before June 9|positive
2484,LeftTroll|Before June 9|neutral
2485,LeftTroll|Before June 9|neutral
2486,LeftTroll|Before June 9|neutral
2487,LeftTroll|Before June 9|positive
2488,LeftTroll|Before June 9|positive
2489,LeftTroll|Before June 9|neutral
2490,LeftTroll|Before June 9|neutral
2491,LeftTroll|Before June 9|positive
2492,LeftTroll|Before June 9|neutral
2493,LeftTroll|Before June 9|neutral
2494,LeftTroll|Before June 9|positive
2495,LeftTroll|Before June 9|positive
2496,LeftTroll|Before June 9|neutral
2497,LeftTroll|Before June 9|positive
2498,LeftTroll|Before June 9|positive
2499,LeftTroll|Before June 9|positive
2500,LeftTroll|Before June 9|positive
2501,LeftTroll|Before June 9|neutral
2502,LeftTroll|Before June 9|neutral
2503,LeftTroll|Before June 9|neutral
2504,LeftTroll|Before June 9|positive
2505,LeftTroll|Before June 9|neutral
2506,LeftTroll|Before June 9|positive
2507,LeftTroll|Before June 9|negative
2508,LeftTroll|Before June 9|neutral
2509,LeftTroll|Before June 9|positive
2510,LeftTroll|Before June 9|positive
2511,LeftTroll|Before June 9|positive
2512,LeftTroll|Before June 9|positive
2513,LeftTroll|Before June 9|positive
2514,LeftTroll|Before June 9|negative
2515,LeftTroll|Before June 9|neutral
2516,LeftTroll|Before June 9|neutral
2517,LeftTroll|Before June 9|positive
2518,LeftTroll|Before June 9|positive
2519,LeftTroll|Before June 9|positive
2520,LeftTroll|Before June 9|positive
2521,LeftTroll|Before June 9|positive
2522,LeftTroll|Before June 9|neutral
2523,LeftTroll|Before June 9|positive
2524,LeftTroll|Before June 9|neutral
2525,LeftTroll|Before June 9|neutral
2526,LeftTroll|Before June 9|neutral
2527,LeftTroll|Before June 9|neutral
2528,LeftTroll|Before June 9|neutral
2529,LeftTroll|Before June 9|neutral
2530,LeftTroll|Before June 9|neutral
2531,LeftTroll|Before June 9|neutral
2532,LeftTroll|Before June 9|neutral
2533,LeftTroll|Before June 9|neutral
2534,LeftTroll|Before June 9|neutral
2535,LeftTroll|Before June 9|neutral
2536,LeftTroll|Before June 9|neutral
2537,LeftTroll|Before June 9|neutral
2538,LeftTroll|Before June 9|neutral
2539,LeftTroll|Before June 9|neutral
2540,LeftTroll|Before June 9|neutral
2541,LeftTroll|Before June 9|neutral
2542,LeftTroll|Before June 9|neutral
2543,LeftTroll|Before June 9|neutral
2544,LeftTroll|Before June 9|neutral
2545,LeftTroll|Before June 9|neutral
2546,LeftTroll|Before June 9|neutral
2547,LeftTroll|Before June 9|neutral
2548,LeftTroll|Before June 9|neutral
2549,LeftTroll|Before June 9|positive
2550,LeftTroll|Before June 9|neutral
2551,LeftTroll|Before June 9|positive
2552,LeftTroll|Before June 9|neutral
2553,LeftTroll|Before June 9|neutral
2554,LeftTroll|Before June 9|neutral
2555,LeftTroll|Before June 9|positive
2556,LeftTroll|Before June 9|positive
2557,LeftTroll|Before June 9|neutral
2558,LeftTroll|Before June 9|positive
2559,LeftTroll|Before June 9|neutral
2560,LeftTroll|Before June 9|neutral
2561,LeftTroll|Before June 9|neutral
2562,LeftTroll|Before June 9|neutral
2563,LeftTroll|Before June 9|positive
2564,LeftTroll|Before June 9|positive
2565,LeftTroll|Before June 9|neutral
2566,LeftTroll|Before June 9|positive
2567,LeftTroll|Before June 9|positive
2568,LeftTroll|Before June 9|neutral
2569,LeftTroll|Before June 9|positive
2570,LeftTroll|Before June 9|neutral
2571,LeftTroll|Before June 9|neutral
2572,LeftTroll|Before June 9|neutral
2573,LeftTroll|Before June 9|positive
2574,LeftTroll|Before June 9|neutral
2575,LeftTroll|Before June 9|positive
2576,LeftTroll|Before June 9|positive
2577,LeftTroll|Before June 9|positive
2578,LeftTroll|Before June 9|neutral
2579,LeftTroll|Before June 9|neutral
2580,LeftTroll|Before June 9|neutral
2581,LeftTroll|Before June 9|positive
2582,LeftTroll|Before June 9|neutral
2583,LeftTroll|Before June 9|positive
2584,LeftTroll|Before June 9|positive
2585,LeftTroll|Before June 9|neutral
2586,LeftTroll|Before June 9|positive
2587,LeftTroll|Before June 9|negative
2588,LeftTroll|Before June 9|neutral
2589,LeftTroll|Before June 9|neutral
2590,LeftTroll|Before June 9|neutral
2591,LeftTroll|Before June 9|neutral
2592,LeftTroll|Before June 9|neutral
2593,LeftTroll|Before June 9|positive
2594,LeftTroll|Before June 9|positive
2595,LeftTroll|Before June 9|positive
2596,LeftTroll|Before June 9|positive
2597,LeftTroll|Before June 9|negative
2598,LeftTroll|Before June 9|positive
2599,LeftTroll|Before June 9|neutral
2600,LeftTroll|Before June 9|positive
2601,LeftTroll|Before June 9|neutral
2602,LeftTroll|Before June 9|negative
2603,LeftTroll|Before June 9|neutral
2604,LeftTroll|Before June 9|neutral
2605,LeftTroll|Before June 9|neutral
2606,LeftTroll|Before June 9|positive
2607,LeftTroll|Before June 9|neutral
2608,LeftTroll|Before June 9|neutral
2609,LeftTroll|Before June 9|neutral
2610,LeftTroll|Before June 9|positive
2611,LeftTroll|Before June 9|neutral
2612,LeftTroll|Before June 9|neutral
2613,LeftTroll|Before June 9|neutral
2614,LeftTroll|Before June 9|neutral
2615,LeftTroll|Before June 9|neutral
2616,LeftTroll|Before June 9|neutral
2617,LeftTroll|Before June 9|positive
2618,LeftTroll|Before June 9|neutral
2619,LeftTroll|Before June 9|positive
2620,LeftTroll|Before June 9|neutral
2621,LeftTroll|Before June 9|positive
2622,LeftTroll|Before June 9|neutral
2623,LeftTroll|Before June 9|neutral
2624,LeftTroll|Before June 9|neutral
2625,LeftTroll|Before June 9|neutral
2626,LeftTroll|Before June 9|neutral
2627,LeftTroll|Before June 9|positive
2628,LeftTroll|Before June 9|positive
2629,LeftTroll|Before June 9|neutral
2630,LeftTroll|Before June 9|negative
2631,LeftTroll|Before June 9|neutral
2632,LeftTroll|Before June 9|neutral
2633,LeftTroll|Before June 9|positive
2634,LeftTroll|Before June 9|positive
2635,LeftTroll|Before June 9|positive
2636,LeftTroll|Before June 9|positive
2637,LeftTroll|Before June 9|neutral
2638,LeftTroll|Before June 9|positive
2639,LeftTroll|Before June 9|positive
2640,LeftTroll|On or After June 9|neutral
2641,LeftTroll|On or After June 9|negative
2642,LeftTroll|On or After June 9|negative
2643,LeftTroll|On or After June 9|neutral
2644,LeftTroll|On or After June 9|neutral
2645,LeftTroll|On or After June 9|neutral
2646,LeftTroll|On or After June 9|positive
2647,LeftTroll|On or After June 9|positive
2648,LeftTroll|On or After June 9|neutral
2649,LeftTroll|On or After June 9|neutral
2650,LeftTroll|On or After June 9|neutral
2651,LeftTroll|On or After June 9|neutral
2652,LeftTroll|On or After June 9|positive
2653,LeftTroll|On or After June 9|positive
2654,LeftTroll|On or After June 9|positive
2655,LeftTroll|On or After June 9|negative
2656,LeftTroll|On or After June 9|neutral
2657,LeftTroll|On or After June 9|neutral
2658,LeftTroll|On or After June 9|positive
2659,LeftTroll|On or After June 9|negative
2660,LeftTroll|On or After June 9|positive
2661,LeftTroll|On or After June 9|neutral
2662,LeftTroll|On or After June 9|neutral
2663,LeftTroll|On or After June 9|positive
2664,LeftTroll|On or After June 9|neutral
2665,LeftTroll|On or After June 9|neutral
2666,LeftTroll|On or After June 9|positive
2667,LeftTroll|On or After June 9|positive
2668,LeftTroll|On or After June 9|negative
2669,LeftTroll|On or After June 9|negative
2670,LeftTroll|On or After June 9|neutral
2671,LeftTroll|On or After June 9|neutral
2672,LeftTroll|On or After June 9|neutral
2673,LeftTroll|On or After June 9|neutral
2674,LeftTroll|On or After June 9|neutral
2675,LeftTroll|On or After June 9|positive
2676,LeftTroll|On or After June 9|neutral
2677,LeftTroll|On or After June 9|neutral
2678,LeftTroll|On or After June 9|neutral
2679,LeftTroll|On or After June 9|positive
2680,LeftTroll|On or After June 9|neutral
2681,LeftTroll|On or After June 9|positive
2682,LeftTroll|On or After June 9|neutral
2683,LeftTroll|On or After June 9|neutral
2684,LeftTroll|On or After June 9|neutral
2685,LeftTroll|On or After June 9|positive
2686,LeftTroll|On or After June 9|negative
2687,LeftTroll|On or After June 9|neutral
2688,LeftTroll|On or After June 9|positive
2689,LeftTroll|On or After June 9|neutral
2690,LeftTroll|On or After June 9|neutral
2691,LeftTroll|On or After June 9|positive
2692,LeftTroll|On or After June 9|positive
2693,LeftTroll|On or After June 9|neutral
2694,LeftTroll|On or After June 9|positive
2695,LeftTroll|On or After June 9|neutral
2696,LeftTroll|On or After June 9|neutral
2697,LeftTroll|On or After June 9|neutral
2698,LeftTroll|On or After June 9|neutral
2699,LeftTroll|On or After June 9|neutral
2700,LeftTroll|On or After June 9|positive
2701,LeftTroll|On or After June 9|neutral
2702,LeftTroll|On or After June 9|positive
2703,LeftTroll|On or After June 9|neutral
2704,LeftTroll|On or After June 9|neutral
2705,LeftTroll|On or After June 9|neutral
2706,LeftTroll|On or After June 9|positive
2707,LeftTroll|On or After June 9|neutral
2708,LeftTroll|On or After June 9|neutral
2709,LeftTroll|On or After June 9|neutral
2710,LeftTroll|On or After June 9|neutral
2711,LeftTroll|On or After June 9|positive
2712,LeftTroll|On or After June 9|positive
2713,LeftTroll|On or After June 9|neutral
2714,LeftTroll|On or After June 9|positive
2715,LeftTroll|On or After June 9|neutral
2716,LeftTroll|On or After June 9|neutral
2717,LeftTroll|On or After June 9|neutral
2718,LeftTroll|On or After June 9|positive
2719,LeftTroll|On or After June 9|positive
2720,LeftTroll|On or After June 9|positive
2721,LeftTroll|Before June 9|positive
2722,LeftTroll|Before June 9|positive
2723,LeftTroll|Before June 9|positive
2724,LeftTroll|Before June 9|negative
2725,LeftTroll|Before June 9|neutral
2726,LeftTroll|Before June 9|neutral
2727,LeftTroll|Before June 9|neutral
2728,LeftTroll|Before June 9|neutral
2729,LeftTroll|Before June 9|neutral
2730,LeftTroll|Before June 9|neutral
2731,LeftTroll|Before June 9|neutral
2732,LeftTroll|Before June 9|neutral
2733,LeftTroll|Before June 9|neutral
2734,LeftTroll|Before June 9|positive
2735,LeftTroll|On or After June 9|neutral
2736,LeftTroll|On or After June 9|neutral
2737,LeftTroll|On or After June 9|neutral
2738,LeftTroll|On or After June 9|neutral
2739,LeftTroll|On or After June 9|negative
2740,LeftTroll|On or After June 9|neutral
2741,LeftTroll|On or After June 9|positive
2742,LeftTroll|On or After June 9|neutral
2743,LeftTroll|On or After June 9|negative
2744,LeftTroll|On or After June 9|neutral
2745,LeftTroll|On or After June 9|neutral
2746,LeftTroll|On or After June 9|positive
2747,LeftTroll|On or After June 9|neutral
2748,LeftTroll|On or After June 9|neutral
2749,LeftTroll|On or After June 9|positive
2750,LeftTroll|On or After June 9|neutral
2751,LeftTroll|On or After June 9|neutral
2752,LeftTroll|On or After June 9|neutral
2753,LeftTroll|On or After June 9|neutral
2754,LeftTroll|On or After June 9|neutral
2755,LeftTroll|On or After June 9|neutral
2756,LeftTroll|On or After June 9|positive
2757,LeftTroll|On or After June 9|neutral
2758,LeftTroll|On or After June 9|negative
2759,LeftTroll|On or After June 9|neutral
2760,LeftTroll|On or After June 9|positive
2761,LeftTroll|On or After June 9|neutral
2762,LeftTroll|On or After June 9|positive
2763,LeftTroll|On or After June 9|positive
2764,LeftTroll|On or After June 9|neutral
2765,LeftTroll|On or After June 9|positive
2766,LeftTroll|On or After June 9|neutral
2767,LeftTroll|On or After June 9|neutral
2768,LeftTroll|On or After June 9|positive
2769,LeftTroll|On or After June 9|positive
2770,LeftTroll|On or After June 9|neutral
2771,LeftTroll|On or After June 9|neutral
2772,LeftTroll|On or After June 9|neutral
2773,LeftTroll|On or After June 9|positive
2774,LeftTroll|On or After June 9|negative
2775,LeftTroll|On or After June 9|positive
2776,LeftTroll|On or After June 9|positive
2777,LeftTroll|On or After June 9|neutral
2778,LeftTroll|Before June 9|positive
2779,LeftTroll|Before June 9|positive
2780,LeftTroll|Before June 9|positive
2781,LeftTroll|Before June 9|neutral
2782,LeftTroll|Before June 9|neutral
2783,LeftTroll|Before June 9|positive
2784,LeftTroll|Before June 9|positive
2785,LeftTroll|Before June 9|negative
2786,LeftTroll|Before June 9|neutral
2787,LeftTroll|Before June 9|neutral
2788,LeftTroll|Before June 9|positive
2789,LeftTroll|Before June 9|positive
2790,LeftTroll|Before June 9|neutral
2791,LeftTroll|Before June 9|neutral
2792,LeftTroll|Before June 9|neutral
2793,LeftTroll|Before June 9|neutral
2794,LeftTroll|Before June 9|neutral
2795,LeftTroll|Before June 9|positive
2796,LeftTroll|Before June 9|positive
2797,LeftTroll|Before June 9|negative
2798,LeftTroll|Before June 9|neutral
2799,LeftTroll|Before June 9|neutral
2800,LeftTroll|Before June 9|positive
2801,LeftTroll|Before June 9|positive
2802,LeftTroll|Before June 9|negative
2803,LeftTroll|Before June 9|positive
2804,LeftTroll|Before June 9|positive
2805,LeftTroll|Before June 9|neutral
2806,LeftTroll|Before June 9|neutral
2807,LeftTroll|Before June 9|neutral
2808,LeftTroll|Before June 9|positive
2809,LeftTroll|Before June 9|neutral
2810,LeftTroll|Before June 9|neutral
2811,LeftTroll|Before June 9|neutral
2812,LeftTroll|Before June 9|neutral
2813,LeftTroll|Before June 9|neutral
2814,LeftTroll|Before June 9|positive
2815,LeftTroll|Before June 9|negative
2816,LeftTroll|Before June 9|neutral
2817,LeftTroll|Before June 9|positive
2818,LeftTroll|Before June 9|positive
2819,LeftTroll|Before June 9|neutral
2820,LeftTroll|Before June 9|neutral
2821,LeftTroll|Before June 9|neutral
2822,LeftTroll|Before June 9|neutral
2823,LeftTroll|Before June 9|negative
2824,LeftTroll|Before June 9|neutral
2825,LeftTroll|Before June 9|positive
2826,LeftTroll|Before June 9|neutral
2827,LeftTroll|Before June 9|neutral
2828,LeftTroll|Before June 9|neutral
2829,LeftTroll|Before June 9|positive
2830,LeftTroll|Before June 9|negative
2831,LeftTroll|Before June 9|neutral
2832,LeftTroll|Before June 9|negative
2833,LeftTroll|Before June 9|neutral
2834,LeftTroll|Before June 9|neutral
2835,LeftTroll|Before June 9|neutral
2836,LeftTroll|Before June 9|neutral
2837,LeftTroll|Before June 9|neutral
2838,LeftTroll|Before June 9|neutral
2839,LeftTroll|Before June 9|neutral
2840,LeftTroll|Before June 9|neutral
2841,LeftTroll|Before June 9|neutral
2842,LeftTroll|Before June 9|neutral
2843,LeftTroll|Before June 9|neutral
2844,LeftTroll|Before June 9|positive
2845,LeftTroll|Before June 9|positive
2846,LeftTroll|Before June 9|neutral
2847,LeftTroll|Before June 9|positive
2848,LeftTroll|Before June 9|neutral
2849,LeftTroll|Before June 9|positive
2850,LeftTroll|Before June 9|neutral
2851,LeftTroll|Before June 9|positive
2852,LeftTroll|Before June 9|positive
2853,LeftTroll|Before June 9|positive
2854,LeftTroll|Before June 9|positive
2855,LeftTroll|Before June 9|neutral
2856,LeftTroll|Before June 9|neutral
2857,LeftTroll|Before June 9|neutral
2858,LeftTroll|Before June 9|positive
2859,LeftTroll|Before June 9|positive
2860,LeftTroll|Before June 9|positive
2861,LeftTroll|Before June 9|neutral
2862,LeftTroll|Before June 9|neutral
2863,LeftTroll|Before June 9|neutral
2864,LeftTroll|Before June 9|positive
2865,LeftTroll|Before June 9|neutral
2866,LeftTroll|Before June 9|neutral
2867,LeftTroll|Before June 9|positive
2868,LeftTroll|Before June 9|neutral
2869,LeftTroll|Before June 9|negative
2870,LeftTroll|Before June 9|neutral
2871,LeftTroll|Before June 9|neutral
2872,LeftTroll|Before June 9|positive
2873,LeftTroll|Before June 9|negative
2874,LeftTroll|Before June 9|positive
2875,LeftTroll|Before June 9|positive
2876,LeftTroll|Before June 9|neutral
2877,LeftTroll|On or After June 9|neutral
2878,LeftTroll|On or After June 9|neutral
2879,LeftTroll|On or After June 9|neutral
2880,LeftTroll|On or After June 9|positive
2881,LeftTroll|On or After June 9|neutral
2882,LeftTroll|On or After June 9|positive
2883,LeftTroll|On or After June 9|neutral
2884,LeftTroll|On or After June 9|neutral
2885,LeftTroll|On or After June 9|positive
2886,LeftTroll|On or After June 9|positive
2887,LeftTroll|On or After June 9|positive
2888,RightTroll|Before June 9|positive
2889,RightTroll|Before June 9|neutral
2890,RightTroll|Before June 9|negative
2891,RightTroll|Before June 9|neutral
2892,RightTroll|Before June 9|neutral
2893,RightTroll|Before June 9|neutral
2894,RightTroll|Before June 9|neutral
2895,RightTroll|Before June 9|neutral
2896,RightTroll|Before June 9|neutral
2897,RightTroll|Before June 9|positive
2898,RightTroll|Before June 9|neutral
2899,RightTroll|Before June 9|neutral
2900,RightTroll|Before June 9|neutral
2901,RightTroll|Before June 9|neutral
2902,RightTroll|Before June 9|neutral
2903,RightTroll|Before June 9|neutral
2904,LeftTroll|Before June 9|neutral
2905,LeftTroll|Before June 9|positive
2906,LeftTroll|Before June 9|neutral
2907,LeftTroll|Before June 9|neutral
2908,LeftTroll|Before June 9|positive
2909,LeftTroll|Before June 9|positive
2910,LeftTroll|Before June 9|neutral
2911,LeftTroll|Before June 9|positive
2912,LeftTroll|Before June 9|neutral
2913,LeftTroll|Before June 9|positive
2914,LeftTroll|Before June 9|positive
2915,LeftTroll|Before June 9|neutral
