,plsaContext
4025,RightTroll|Before June 9|positive
4026,RightTroll|Before June 9|neutral
4027,RightTroll|Before June 9|neutral
4028,RightTroll|Before June 9|positive
4029,RightTroll|Before June 9|positive
4030,RightTroll|Before June 9|negative
4031,RightTroll|Before June 9|negative
4032,RightTroll|Before June 9|positive
4033,RightTroll|Before June 9|neutral
4034,RightTroll|Before June 9|positive
4035,RightTroll|Before June 9|neutral
4036,RightTroll|Before June 9|neutral
4037,RightTroll|Before June 9|positive
4038,RightTroll|Before June 9|neutral
4039,RightTroll|Before June 9|positive
4040,RightTroll|Before June 9|neutral
4041,RightTroll|Before June 9|neutral
4042,RightTroll|Before June 9|neutral
4043,RightTroll|Before June 9|neutral
4044,RightTroll|Before June 9|negative
4045,RightTroll|Before June 9|neutral
4046,RightTroll|Before June 9|neutral
4047,RightTroll|Before June 9|neutral
4048,RightTroll|Before June 9|neutral
4049,RightTroll|Before June 9|neutral
4050,RightTroll|Before June 9|neutral
4051,RightTroll|Before June 9|neutral
4052,RightTroll|Before June 9|neutral
4053,RightTroll|Before June 9|neutral
4054,RightTroll|Before June 9|positive
4055,RightTroll|Before June 9|neutral
4056,RightTroll|Before June 9|neutral
4057,RightTroll|Before June 9|neutral
4058,RightTroll|Before June 9|positive
4059,RightTroll|Before June 9|negative
4060,RightTroll|Before June 9|positive
4061,RightTroll|Before June 9|neutral
4062,RightTroll|Before June 9|neutral
4063,RightTroll|Before June 9|negative
4064,RightTroll|Before June 9|positive
4065,RightTroll|Before June 9|neutral
4066,RightTroll|Before June 9|neutral
4067,RightTroll|Before June 9|neutral
4068,RightTroll|Before June 9|neutral
4069,RightTroll|Before June 9|positive
4070,RightTroll|Before June 9|positive
4071,RightTroll|Before June 9|positive
4072,RightTroll|Before June 9|positive
4073,RightTroll|Before June 9|positive
4074,RightTroll|Before June 9|neutral
4075,RightTroll|Before June 9|neutral
4076,LeftTroll|Before June 9|positive
4077,LeftTroll|Before June 9|neutral
4078,LeftTroll|Before June 9|neutral
4079,LeftTroll|Before June 9|neutral
4080,LeftTroll|Before June 9|neutral
4081,LeftTroll|Before June 9|negative
4082,LeftTroll|Before June 9|neutral
4083,LeftTroll|Before June 9|neutral
4084,LeftTroll|Before June 9|positive
4085,LeftTroll|Before June 9|neutral
4086,LeftTroll|Before June 9|positive
4087,LeftTroll|Before June 9|negative
4088,LeftTroll|Before June 9|negative
4089,LeftTroll|Before June 9|neutral
4090,LeftTroll|Before June 9|neutral
4091,LeftTroll|Before June 9|positive
4092,LeftTroll|Before June 9|neutral
4093,LeftTroll|Before June 9|positive
4094,LeftTroll|Before June 9|neutral
4095,LeftTroll|Before June 9|positive
4096,LeftTroll|Before June 9|neutral
4097,LeftTroll|Before June 9|neutral
4098,LeftTroll|Before June 9|neutral
4099,LeftTroll|Before June 9|positive
4100,LeftTroll|Before June 9|neutral
4101,LeftTroll|Before June 9|negative
4102,LeftTroll|Before June 9|neutral
4103,LeftTroll|Before June 9|neutral
4104,LeftTroll|Before June 9|neutral
4105,LeftTroll|Before June 9|neutral
4106,LeftTroll|Before June 9|positive
4107,LeftTroll|Before June 9|neutral
4108,LeftTroll|Before June 9|positive
4109,LeftTroll|Before June 9|neutral
4110,LeftTroll|Before June 9|positive
4111,LeftTroll|Before June 9|positive
4112,LeftTroll|Before June 9|negative
4113,LeftTroll|Before June 9|negative
4114,LeftTroll|Before June 9|positive
4115,LeftTroll|Before June 9|neutral
4116,LeftTroll|Before June 9|positive
4117,LeftTroll|Before June 9|positive
4118,LeftTroll|Before June 9|neutral
4119,LeftTroll|Before June 9|neutral
4120,LeftTroll|Before June 9|negative
4121,LeftTroll|Before June 9|negative
4122,LeftTroll|Before June 9|positive
4123,LeftTroll|Before June 9|neutral
4124,LeftTroll|Before June 9|negative
4125,LeftTroll|Before June 9|neutral
4126,LeftTroll|Before June 9|neutral
4127,LeftTroll|Before June 9|neutral
4128,LeftTroll|Before June 9|negative
4129,LeftTroll|Before June 9|negative
4130,LeftTroll|Before June 9|neutral
4131,LeftTroll|Before June 9|positive
4132,LeftTroll|Before June 9|positive
4133,LeftTroll|Before June 9|negative
4134,LeftTroll|Before June 9|positive
4135,LeftTroll|Before June 9|neutral
4136,LeftTroll|Before June 9|positive
4137,LeftTroll|Before June 9|neutral
4138,LeftTroll|Before June 9|positive
4139,LeftTroll|Before June 9|negative
4140,LeftTroll|Before June 9|positive
4141,LeftTroll|Before June 9|neutral
4142,LeftTroll|Before June 9|positive
4143,LeftTroll|Before June 9|negative
4144,LeftTroll|Before June 9|positive
4145,LeftTroll|Before June 9|negative
4146,LeftTroll|Before June 9|neutral
4147,LeftTroll|Before June 9|neutral
4148,LeftTroll|Before June 9|positive
4149,LeftTroll|Before June 9|neutral
4150,LeftTroll|Before June 9|neutral
4151,LeftTroll|Before June 9|negative
4152,LeftTroll|Before June 9|positive
4153,LeftTroll|Before June 9|negative
4154,LeftTroll|Before June 9|neutral
4155,LeftTroll|Before June 9|negative
4156,LeftTroll|Before June 9|positive
4157,LeftTroll|Before June 9|neutral
4158,LeftTroll|Before June 9|neutral
4159,LeftTroll|Before June 9|negative
4160,LeftTroll|Before June 9|neutral
4161,LeftTroll|Before June 9|neutral
4162,LeftTroll|Before June 9|positive
4163,LeftTroll|Before June 9|neutral
4164,LeftTroll|Before June 9|negative
4165,LeftTroll|Before June 9|positive
4166,LeftTroll|Before June 9|positive
4167,LeftTroll|Before June 9|negative
4168,LeftTroll|Before June 9|neutral
4169,LeftTroll|Before June 9|positive
4170,LeftTroll|Before June 9|neutral
4171,LeftTroll|Before June 9|positive
4172,LeftTroll|Before June 9|positive
4173,LeftTroll|Before June 9|positive
4174,LeftTroll|Before June 9|neutral
4175,LeftTroll|Before June 9|negative
4176,LeftTroll|Before June 9|negative
4177,LeftTroll|Before June 9|positive
4178,LeftTroll|Before June 9|neutral
4179,LeftTroll|Before June 9|neutral
4180,LeftTroll|Before June 9|neutral
4181,LeftTroll|Before June 9|positive
4182,LeftTroll|Before June 9|neutral
4183,LeftTroll|Before June 9|neutral
4184,LeftTroll|Before June 9|positive
4185,LeftTroll|Before June 9|neutral
4186,LeftTroll|Before June 9|neutral
4187,LeftTroll|Before June 9|positive
4188,LeftTroll|Before June 9|positive
4189,LeftTroll|Before June 9|positive
4190,LeftTroll|Before June 9|neutral
4191,LeftTroll|Before June 9|positive
4192,LeftTroll|Before June 9|neutral
4193,LeftTroll|Before June 9|neutral
4194,LeftTroll|Before June 9|positive
4195,LeftTroll|Before June 9|negative
4196,LeftTroll|Before June 9|neutral
4197,LeftTroll|Before June 9|negative
4198,LeftTroll|Before June 9|neutral
4199,LeftTroll|Before June 9|positive
4200,LeftTroll|Before June 9|negative
4201,LeftTroll|Before June 9|positive
4202,LeftTroll|Before June 9|positive
4203,LeftTroll|Before June 9|neutral
4204,LeftTroll|Before June 9|positive
4205,LeftTroll|Before June 9|neutral
4206,LeftTroll|Before June 9|neutral
4207,LeftTroll|Before June 9|neutral
4208,LeftTroll|Before June 9|negative
4209,LeftTroll|Before June 9|positive
4210,LeftTroll|Before June 9|neutral
4211,LeftTroll|Before June 9|neutral
4212,LeftTroll|Before June 9|negative
4213,LeftTroll|Before June 9|positive
4214,LeftTroll|Before June 9|negative
4215,LeftTroll|Before June 9|positive
4216,LeftTroll|Before June 9|neutral
4217,LeftTroll|Before June 9|positive
4218,LeftTroll|Before June 9|positive
4219,LeftTroll|Before June 9|neutral
4220,LeftTroll|Before June 9|negative
4221,LeftTroll|Before June 9|neutral
4222,LeftTroll|Before June 9|neutral
4223,LeftTroll|Before June 9|neutral
4224,LeftTroll|Before June 9|positive
4225,LeftTroll|Before June 9|neutral
4226,LeftTroll|Before June 9|neutral
4227,LeftTroll|Before June 9|neutral
4228,LeftTroll|Before June 9|positive
4229,LeftTroll|Before June 9|negative
4230,LeftTroll|Before June 9|neutral
4231,LeftTroll|Before June 9|negative
4232,LeftTroll|Before June 9|neutral
4233,LeftTroll|Before June 9|neutral
4234,LeftTroll|Before June 9|neutral
4235,LeftTroll|Before June 9|positive
4236,LeftTroll|Before June 9|neutral
4237,LeftTroll|Before June 9|neutral
4238,LeftTroll|Before June 9|positive
4239,LeftTroll|Before June 9|neutral
4240,LeftTroll|Before June 9|neutral
4241,LeftTroll|Before June 9|neutral
4242,LeftTroll|Before June 9|neutral
4243,LeftTroll|Before June 9|neutral
4244,LeftTroll|Before June 9|positive
4245,LeftTroll|Before June 9|positive
4246,LeftTroll|Before June 9|negative
4247,LeftTroll|Before June 9|neutral
4248,LeftTroll|Before June 9|neutral
4249,LeftTroll|Before June 9|neutral
4250,LeftTroll|Before June 9|neutral
4251,LeftTroll|Before June 9|positive
4252,LeftTroll|Before June 9|neutral
4253,LeftTroll|Before June 9|neutral
4254,LeftTroll|Before June 9|neutral
4255,LeftTroll|Before June 9|neutral
4256,LeftTroll|Before June 9|positive
4257,LeftTroll|Before June 9|negative
4258,LeftTroll|Before June 9|negative
4259,LeftTroll|Before June 9|neutral
4260,LeftTroll|Before June 9|negative
4261,LeftTroll|Before June 9|neutral
4262,LeftTroll|Before June 9|positive
4263,LeftTroll|On or After June 9|positive
4264,LeftTroll|On or After June 9|neutral
4265,LeftTroll|On or After June 9|negative
4266,LeftTroll|On or After June 9|neutral
4267,LeftTroll|On or After June 9|neutral
4268,LeftTroll|On or After June 9|negative
4269,LeftTroll|On or After June 9|negative
4270,LeftTroll|On or After June 9|positive
4271,LeftTroll|On or After June 9|positive
4272,LeftTroll|On or After June 9|positive
4273,LeftTroll|On or After June 9|positive
4274,LeftTroll|On or After June 9|positive
4275,LeftTroll|On or After June 9|neutral
4276,LeftTroll|On or After June 9|positive
4277,LeftTroll|On or After June 9|neutral
4278,LeftTroll|On or After June 9|neutral
4279,LeftTroll|On or After June 9|neutral
4280,LeftTroll|On or After June 9|neutral
4281,LeftTroll|On or After June 9|positive
4282,LeftTroll|On or After June 9|negative
4283,LeftTroll|On or After June 9|negative
4284,LeftTroll|On or After June 9|neutral
4285,LeftTroll|On or After June 9|negative
4286,LeftTroll|On or After June 9|neutral
4287,LeftTroll|On or After June 9|negative
4288,LeftTroll|On or After June 9|positive
4289,LeftTroll|On or After June 9|positive
4290,LeftTroll|On or After June 9|negative
4291,LeftTroll|On or After June 9|neutral
4292,LeftTroll|On or After June 9|negative
4293,LeftTroll|On or After June 9|positive
4294,LeftTroll|On or After June 9|positive
4295,LeftTroll|On or After June 9|neutral
4296,LeftTroll|On or After June 9|neutral
4297,LeftTroll|On or After June 9|positive
4298,LeftTroll|On or After June 9|neutral
4299,LeftTroll|On or After June 9|positive
4300,LeftTroll|On or After June 9|neutral
4301,LeftTroll|On or After June 9|positive
4302,LeftTroll|Before June 9|negative
4303,LeftTroll|Before June 9|neutral
4304,LeftTroll|Before June 9|negative
4305,LeftTroll|Before June 9|positive
4306,LeftTroll|Before June 9|positive
4307,LeftTroll|Before June 9|negative
4308,LeftTroll|Before June 9|neutral
4309,LeftTroll|Before June 9|neutral
4310,LeftTroll|Before June 9|neutral
4311,LeftTroll|Before June 9|neutral
4312,LeftTroll|Before June 9|neutral
4313,LeftTroll|Before June 9|neutral
4314,LeftTroll|Before June 9|positive
4315,LeftTroll|Before June 9|positive
4316,LeftTroll|Before June 9|positive
4317,LeftTroll|Before June 9|positive
4318,LeftTroll|Before June 9|negative
4319,LeftTroll|Before June 9|neutral
4320,LeftTroll|Before June 9|neutral
4321,LeftTroll|Before June 9|neutral
4322,LeftTroll|Before June 9|neutral
4323,LeftTroll|On or After June 9|positive
4324,LeftTroll|On or After June 9|neutral
4325,LeftTroll|On or After June 9|positive
4326,LeftTroll|On or After June 9|positive
4327,LeftTroll|On or After June 9|positive
4328,LeftTroll|On or After June 9|negative
4329,LeftTroll|On or After June 9|neutral
4330,LeftTroll|On or After June 9|positive
4331,LeftTroll|On or After June 9|negative
4332,RightTroll|Before June 9|neutral
4333,RightTroll|Before June 9|neutral
4334,RightTroll|Before June 9|neutral
4335,RightTroll|Before June 9|neutral
4336,RightTroll|Before June 9|positive
4337,RightTroll|Before June 9|neutral
4338,RightTroll|Before June 9|negative
4339,RightTroll|Before June 9|neutral
4340,RightTroll|Before June 9|positive
4341,RightTroll|Before June 9|positive
4342,RightTroll|Before June 9|negative
4343,RightTroll|Before June 9|neutral
4344,RightTroll|Before June 9|positive
4345,RightTroll|Before June 9|neutral
4346,RightTroll|Before June 9|neutral
4347,RightTroll|Before June 9|neutral
4348,RightTroll|Before June 9|negative
4349,RightTroll|Before June 9|positive
4350,RightTroll|Before June 9|neutral
4351,RightTroll|Before June 9|neutral
4352,RightTroll|Before June 9|positive
4353,RightTroll|Before June 9|positive
4354,RightTroll|Before June 9|positive
4355,RightTroll|Before June 9|neutral
4356,RightTroll|Before June 9|neutral
4357,RightTroll|Before June 9|neutral
4358,RightTroll|Before June 9|negative
4359,RightTroll|Before June 9|neutral
4360,RightTroll|Before June 9|positive
4361,RightTroll|Before June 9|positive
4362,RightTroll|Before June 9|positive
4363,RightTroll|Before June 9|neutral
4364,RightTroll|Before June 9|positive
4365,RightTroll|Before June 9|positive
4366,RightTroll|Before June 9|negative
4367,RightTroll|Before June 9|negative
4368,RightTroll|Before June 9|negative
4369,RightTroll|Before June 9|neutral
4370,RightTroll|Before June 9|positive
4371,RightTroll|Before June 9|neutral
4372,RightTroll|Before June 9|neutral
4373,RightTroll|Before June 9|positive
4374,LeftTroll|Before June 9|neutral
4375,LeftTroll|Before June 9|positive
4376,LeftTroll|Before June 9|neutral
4377,LeftTroll|Before June 9|positive
4378,LeftTroll|Before June 9|positive
4379,LeftTroll|Before June 9|negative
4380,LeftTroll|Before June 9|negative
4381,LeftTroll|Before June 9|neutral
4382,LeftTroll|Before June 9|positive
4383,LeftTroll|Before June 9|neutral
4384,LeftTroll|Before June 9|neutral
4385,LeftTroll|Before June 9|negative
4386,LeftTroll|Before June 9|neutral
4387,LeftTroll|Before June 9|neutral
4388,LeftTroll|Before June 9|positive
4389,LeftTroll|Before June 9|neutral
4390,LeftTroll|Before June 9|positive
4391,LeftTroll|Before June 9|neutral
4392,LeftTroll|Before June 9|positive
4393,LeftTroll|Before June 9|negative
4394,LeftTroll|Before June 9|neutral
4395,LeftTroll|Before June 9|neutral
4396,LeftTroll|Before June 9|neutral
4397,LeftTroll|Before June 9|neutral
4398,LeftTroll|Before June 9|negative
4399,LeftTroll|Before June 9|neutral
4400,LeftTroll|Before June 9|neutral
4401,LeftTroll|Before June 9|positive
4402,LeftTroll|Before June 9|neutral
4403,LeftTroll|Before June 9|positive
4404,LeftTroll|Before June 9|negative
4405,LeftTroll|Before June 9|positive
4406,LeftTroll|Before June 9|positive
4407,LeftTroll|Before June 9|neutral
4408,LeftTroll|Before June 9|neutral
4409,LeftTroll|Before June 9|positive
4410,LeftTroll|Before June 9|neutral
4411,LeftTroll|Before June 9|negative
4412,LeftTroll|Before June 9|neutral
4413,LeftTroll|Before June 9|negative
4414,LeftTroll|Before June 9|neutral
4415,LeftTroll|Before June 9|neutral
4416,LeftTroll|Before June 9|neutral
4417,LeftTroll|Before June 9|neutral
4418,LeftTroll|Before June 9|neutral
4419,LeftTroll|Before June 9|neutral
4420,LeftTroll|Before June 9|neutral
4421,LeftTroll|Before June 9|positive
4422,LeftTroll|Before June 9|positive
4423,LeftTroll|Before June 9|neutral
4424,LeftTroll|Before June 9|neutral
4425,LeftTroll|Before June 9|negative
4426,LeftTroll|Before June 9|positive
4427,LeftTroll|Before June 9|neutral
4428,LeftTroll|Before June 9|neutral
4429,LeftTroll|Before June 9|positive
4430,LeftTroll|Before June 9|neutral
4431,LeftTroll|Before June 9|neutral
4432,LeftTroll|Before June 9|neutral
4433,LeftTroll|Before June 9|positive
4434,LeftTroll|Before June 9|negative
4435,LeftTroll|Before June 9|neutral
4436,LeftTroll|Before June 9|neutral
4437,LeftTroll|Before June 9|neutral
4438,LeftTroll|Before June 9|positive
4439,LeftTroll|Before June 9|positive
4440,LeftTroll|Before June 9|positive
4441,LeftTroll|Before June 9|negative
4442,LeftTroll|Before June 9|neutral
4443,LeftTroll|Before June 9|neutral
4444,LeftTroll|Before June 9|neutral
4445,LeftTroll|Before June 9|positive
4446,LeftTroll|Before June 9|positive
4447,LeftTroll|Before June 9|negative
4448,LeftTroll|Before June 9|neutral
4449,LeftTroll|Before June 9|positive
4450,LeftTroll|Before June 9|neutral
4451,LeftTroll|Before June 9|negative
4452,LeftTroll|Before June 9|neutral
4453,LeftTroll|Before June 9|neutral
4454,LeftTroll|Before June 9|neutral
4455,LeftTroll|Before June 9|negative
4456,LeftTroll|Before June 9|neutral
4457,LeftTroll|Before June 9|neutral
4458,LeftTroll|Before June 9|positive
4459,LeftTroll|Before June 9|neutral
4460,LeftTroll|Before June 9|negative
4461,LeftTroll|Before June 9|positive
4462,LeftTroll|Before June 9|neutral
4463,LeftTroll|Before June 9|neutral
4464,LeftTroll|Before June 9|neutral
4465,LeftTroll|Before June 9|neutral
4466,LeftTroll|Before June 9|negative
4467,LeftTroll|Before June 9|positive
4468,LeftTroll|Before June 9|neutral
4469,LeftTroll|Before June 9|neutral
4470,LeftTroll|Before June 9|positive
4471,LeftTroll|Before June 9|neutral
4472,LeftTroll|Before June 9|positive
4473,LeftTroll|Before June 9|neutral
4474,LeftTroll|Before June 9|neutral
4475,LeftTroll|Before June 9|neutral
4476,LeftTroll|Before June 9|positive
4477,LeftTroll|Before June 9|positive
4478,LeftTroll|Before June 9|neutral
4479,LeftTroll|Before June 9|positive
4480,LeftTroll|Before June 9|negative
4481,LeftTroll|Before June 9|neutral
4482,LeftTroll|Before June 9|neutral
4483,LeftTroll|Before June 9|neutral
4484,LeftTroll|Before June 9|positive
4485,LeftTroll|Before June 9|positive
4486,LeftTroll|Before June 9|positive
4487,LeftTroll|Before June 9|neutral
4488,LeftTroll|Before June 9|positive
4489,LeftTroll|Before June 9|positive
4490,LeftTroll|Before June 9|neutral
4491,LeftTroll|Before June 9|neutral
4492,LeftTroll|Before June 9|negative
4493,LeftTroll|Before June 9|neutral
4494,LeftTroll|Before June 9|negative
4495,LeftTroll|Before June 9|positive
4496,LeftTroll|Before June 9|positive
4497,LeftTroll|Before June 9|neutral
4498,LeftTroll|Before June 9|positive
4499,LeftTroll|Before June 9|positive
4500,LeftTroll|Before June 9|positive
4501,LeftTroll|Before June 9|neutral
4502,LeftTroll|Before June 9|neutral
4503,LeftTroll|Before June 9|neutral
4504,LeftTroll|Before June 9|positive
4505,LeftTroll|Before June 9|positive
4506,LeftTroll|Before June 9|neutral
4507,LeftTroll|Before June 9|positive
4508,LeftTroll|Before June 9|negative
4509,LeftTroll|Before June 9|positive
4510,LeftTroll|Before June 9|neutral
4511,LeftTroll|Before June 9|neutral
4512,LeftTroll|Before June 9|positive
4513,LeftTroll|Before June 9|positive
4514,LeftTroll|Before June 9|positive
4515,LeftTroll|Before June 9|negative
4516,LeftTroll|Before June 9|neutral
4517,LeftTroll|Before June 9|positive
4518,LeftTroll|Before June 9|neutral
4519,LeftTroll|Before June 9|neutral
4520,LeftTroll|Before June 9|positive
4521,LeftTroll|Before June 9|negative
4522,LeftTroll|Before June 9|neutral
4523,LeftTroll|Before June 9|positive
4524,LeftTroll|Before June 9|neutral
4525,LeftTroll|Before June 9|negative
4526,LeftTroll|Before June 9|neutral
4527,LeftTroll|Before June 9|neutral
4528,LeftTroll|Before June 9|negative
4529,LeftTroll|Before June 9|negative
4530,LeftTroll|Before June 9|positive
4531,LeftTroll|Before June 9|positive
4532,LeftTroll|Before June 9|neutral
4533,LeftTroll|Before June 9|neutral
4534,LeftTroll|Before June 9|positive
4535,LeftTroll|Before June 9|neutral
4536,LeftTroll|Before June 9|neutral
4537,LeftTroll|Before June 9|positive
4538,LeftTroll|Before June 9|neutral
4539,LeftTroll|Before June 9|neutral
4540,LeftTroll|Before June 9|neutral
4541,LeftTroll|Before June 9|negative
4542,LeftTroll|Before June 9|neutral
4543,LeftTroll|Before June 9|positive
4544,LeftTroll|Before June 9|neutral
4545,LeftTroll|Before June 9|positive
4546,LeftTroll|Before June 9|negative
4547,LeftTroll|Before June 9|positive
4548,LeftTroll|Before June 9|neutral
4549,LeftTroll|Before June 9|negative
4550,LeftTroll|Before June 9|negative
4551,LeftTroll|Before June 9|neutral
4552,LeftTroll|Before June 9|neutral
4553,LeftTroll|Before June 9|neutral
4554,LeftTroll|Before June 9|negative
4555,LeftTroll|Before June 9|positive
4556,LeftTroll|Before June 9|neutral
4557,LeftTroll|Before June 9|positive
4558,LeftTroll|Before June 9|neutral
4559,LeftTroll|Before June 9|neutral
4560,LeftTroll|Before June 9|neutral
4561,LeftTroll|On or After June 9|neutral
4562,LeftTroll|On or After June 9|negative
4563,LeftTroll|On or After June 9|neutral
4564,LeftTroll|On or After June 9|negative
4565,LeftTroll|On or After June 9|negative
4566,LeftTroll|On or After June 9|positive
4567,LeftTroll|On or After June 9|negative
4568,LeftTroll|On or After June 9|negative
4569,LeftTroll|On or After June 9|neutral
4570,LeftTroll|On or After June 9|neutral
4571,LeftTroll|On or After June 9|neutral
4572,LeftTroll|On or After June 9|positive
4573,LeftTroll|On or After June 9|neutral
4574,LeftTroll|On or After June 9|negative
4575,LeftTroll|On or After June 9|neutral
4576,LeftTroll|On or After June 9|positive
4577,LeftTroll|On or After June 9|negative
4578,LeftTroll|On or After June 9|neutral
4579,LeftTroll|On or After June 9|positive
4580,LeftTroll|On or After June 9|positive
4581,LeftTroll|On or After June 9|positive
4582,LeftTroll|On or After June 9|positive
4583,LeftTroll|On or After June 9|negative
4584,LeftTroll|On or After June 9|positive
4585,LeftTroll|On or After June 9|positive
4586,LeftTroll|On or After June 9|neutral
4587,LeftTroll|On or After June 9|neutral
4588,LeftTroll|On or After June 9|neutral
4589,LeftTroll|On or After June 9|neutral
4590,LeftTroll|On or After June 9|negative
4591,LeftTroll|On or After June 9|negative
4592,LeftTroll|On or After June 9|positive
4593,LeftTroll|On or After June 9|negative
4594,LeftTroll|On or After June 9|neutral
4595,LeftTroll|On or After June 9|positive
4596,LeftTroll|On or After June 9|positive
4597,LeftTroll|On or After June 9|positive
4598,LeftTroll|On or After June 9|negative
4599,LeftTroll|On or After June 9|neutral
4600,LeftTroll|On or After June 9|positive
4601,LeftTroll|On or After June 9|positive
4602,LeftTroll|On or After June 9|neutral
4603,LeftTroll|On or After June 9|neutral
4604,LeftTroll|On or After June 9|neutral
4605,LeftTroll|On or After June 9|neutral
4606,LeftTroll|On or After June 9|positive
4607,LeftTroll|On or After June 9|positive
4608,LeftTroll|On or After June 9|neutral
4609,LeftTroll|On or After June 9|negative
4610,LeftTroll|On or After June 9|positive
4611,LeftTroll|On or After June 9|positive
4612,LeftTroll|On or After June 9|neutral
4613,LeftTroll|On or After June 9|neutral
4614,LeftTroll|On or After June 9|neutral
4615,LeftTroll|On or After June 9|positive
4616,LeftTroll|On or After June 9|neutral
4617,LeftTroll|On or After June 9|neutral
4618,LeftTroll|On or After June 9|negative
4619,LeftTroll|On or After June 9|neutral
4620,LeftTroll|On or After June 9|negative
4621,LeftTroll|On or After June 9|positive
4622,LeftTroll|On or After June 9|neutral
4623,LeftTroll|On or After June 9|neutral
4624,LeftTroll|On or After June 9|positive
4625,LeftTroll|On or After June 9|negative
4626,LeftTroll|On or After June 9|positive
4627,LeftTroll|On or After June 9|positive
4628,LeftTroll|On or After June 9|neutral
4629,LeftTroll|On or After June 9|negative
4630,LeftTroll|On or After June 9|neutral
4631,LeftTroll|On or After June 9|negative
4632,LeftTroll|On or After June 9|positive
4633,LeftTroll|On or After June 9|positive
4634,LeftTroll|On or After June 9|negative
4635,LeftTroll|On or After June 9|neutral
4636,LeftTroll|On or After June 9|neutral
4637,LeftTroll|On or After June 9|negative
4638,LeftTroll|On or After June 9|neutral
4639,LeftTroll|On or After June 9|positive
4640,LeftTroll|On or After June 9|positive
4641,LeftTroll|On or After June 9|neutral
4642,LeftTroll|On or After June 9|neutral
4643,LeftTroll|On or After June 9|neutral
4644,LeftTroll|On or After June 9|positive
4645,LeftTroll|Before June 9|positive
4646,LeftTroll|Before June 9|positive
4647,LeftTroll|Before June 9|positive
4648,LeftTroll|Before June 9|neutral
4649,LeftTroll|Before June 9|positive
4650,LeftTroll|Before June 9|positive
4651,LeftTroll|Before June 9|neutral
4652,LeftTroll|Before June 9|neutral
4653,LeftTroll|Before June 9|neutral
4654,LeftTroll|Before June 9|positive
4655,LeftTroll|Before June 9|positive
4656,LeftTroll|Before June 9|neutral
4657,LeftTroll|Before June 9|positive
4658,LeftTroll|Before June 9|neutral
4659,LeftTroll|Before June 9|neutral
4660,LeftTroll|Before June 9|negative
4661,LeftTroll|Before June 9|neutral
4662,LeftTroll|Before June 9|positive
4663,LeftTroll|Before June 9|neutral
4664,LeftTroll|Before June 9|neutral
4665,LeftTroll|Before June 9|neutral
4666,LeftTroll|On or After June 9|neutral
4667,LeftTroll|On or After June 9|neutral
4668,LeftTroll|On or After June 9|neutral
4669,LeftTroll|On or After June 9|positive
4670,LeftTroll|On or After June 9|positive
4671,LeftTroll|On or After June 9|neutral
4672,LeftTroll|On or After June 9|neutral
4673,LeftTroll|On or After June 9|neutral
4674,LeftTroll|On or After June 9|neutral
4675,LeftTroll|On or After June 9|positive
4676,LeftTroll|On or After June 9|neutral
4677,LeftTroll|On or After June 9|neutral
4678,LeftTroll|On or After June 9|neutral
4679,LeftTroll|On or After June 9|neutral
4680,LeftTroll|On or After June 9|neutral
4681,LeftTroll|On or After June 9|positive
4682,LeftTroll|On or After June 9|neutral
4683,LeftTroll|On or After June 9|positive
4684,LeftTroll|On or After June 9|neutral
4685,LeftTroll|On or After June 9|negative
4686,LeftTroll|On or After June 9|neutral
4687,LeftTroll|On or After June 9|neutral
4688,LeftTroll|On or After June 9|negative
4689,LeftTroll|On or After June 9|negative
4690,LeftTroll|On or After June 9|negative
4691,LeftTroll|On or After June 9|negative
4692,LeftTroll|On or After June 9|positive
4693,LeftTroll|On or After June 9|neutral
4694,LeftTroll|On or After June 9|neutral
4695,LeftTroll|On or After June 9|positive
4696,LeftTroll|On or After June 9|negative
4697,LeftTroll|On or After June 9|positive
4698,LeftTroll|On or After June 9|neutral
4699,LeftTroll|On or After June 9|positive
4700,LeftTroll|On or After June 9|neutral
4701,LeftTroll|On or After June 9|neutral
4702,LeftTroll|On or After June 9|neutral
4703,LeftTroll|On or After June 9|positive
4704,LeftTroll|On or After June 9|neutral
4705,LeftTroll|On or After June 9|neutral
4706,LeftTroll|On or After June 9|neutral
4707,LeftTroll|On or After June 9|neutral
4708,LeftTroll|On or After June 9|positive
4709,LeftTroll|On or After June 9|neutral
4710,LeftTroll|On or After June 9|neutral
4711,LeftTroll|On or After June 9|neutral
4712,LeftTroll|Before June 9|negative
4713,LeftTroll|Before June 9|neutral
4714,LeftTroll|Before June 9|neutral
4715,LeftTroll|Before June 9|positive
4716,LeftTroll|Before June 9|negative
4717,LeftTroll|Before June 9|positive
4718,LeftTroll|Before June 9|neutral
4719,LeftTroll|Before June 9|positive
4720,LeftTroll|Before June 9|neutral
4721,LeftTroll|Before June 9|neutral
4722,LeftTroll|Before June 9|positive
4723,LeftTroll|Before June 9|neutral
4724,LeftTroll|Before June 9|positive
4725,LeftTroll|Before June 9|neutral
4726,LeftTroll|Before June 9|neutral
4727,LeftTroll|Before June 9|positive
4728,LeftTroll|Before June 9|positive
4729,LeftTroll|Before June 9|positive
4730,LeftTroll|Before June 9|neutral
4731,LeftTroll|Before June 9|positive
4732,LeftTroll|Before June 9|positive
4733,LeftTroll|Before June 9|positive
4734,LeftTroll|Before June 9|neutral
4735,LeftTroll|Before June 9|positive
4736,LeftTroll|Before June 9|positive
4737,LeftTroll|Before June 9|positive
